file,hash
NORMAL2-IM-0195-0001.jpeg,81e9c61ac65eb14f
NORMAL2-IM-0727-0001.jpeg,917fae3a294d1c4c
NORMAL2-IM-0793-0001.jpeg,c13d6f1938c33e92
person1010_virus_1695.jpeg,db69a9e1a83ce0b4
person118_bacteria_560.jpeg,c83f8b0c8acd9a9b
person1323_bacteria_3363.jpeg,847f035b4f4f0a4d
person1342_bacteria_3407.jpeg,d07ae31eed3c6414
person292_virus_598.jpeg,902bf75ee44878d1
person457_bacteria_1949.jpeg,9069e73ed8191d4d
person468_bacteria_1991.jpeg,c0afa67ed64a1ac2
person69_virus_129.jpeg,c116e79e6cc73a81
person80_bacteria_393.jpeg,d06faf3a8f0b0907
person925_bacteria_2850.jpeg,c437d31e92213db9
00000007_000.png,997b070f1c1e1e1b
00000118_014.png,9978c6121bcd3b3a
00000408_000.png,dd0a431b0a5cbff0
COVID-1213.png,c86835177b691d1e
COVID-1482.png,8c2cf21f9f4f0d11
COVID-1963.png,c26ac36de84dac95
COVID-2110.png,dd0ec24b5f4d0a4d
COVID-2184.png,d43d538ad18be649
COVID-2339.png,cc0c470b5d4d5f4d
COVID-2372.png,9c7e461a196d187d
COVID-2979.png,d42623cb2dd02bdd
COVID-3133.png,8079565a591b3b3d
COVID-3330.png,8179d70a124d5b7b
COVID-3470.png,d42cc30f5d444f5d
Lung_Opacity-102.png,942f46de18784dec
Lung_Opacity-1117.png,d03f12101f3f1f3a
Lung_Opacity-1430.png,d93b56431e1a5939
Lung_Opacity-1464.png,dd2a520d8e683db6
Lung_Opacity-1771.png,917bc617070f1a1f
Lung_Opacity-2941.png,91784ec61a38e93f
Lung_Opacity-3235.png,81780f5e1a5b497d
Lung_Opacity-3637.png,886a075b787d7570
Lung_Opacity-3681.png,dd29429f18c9add8
Lung_Opacity-3929.png,c83d4b1e2cb9bcb0
Lung_Opacity-4223.png,d03d53531e1a5d5a
Lung_Opacity-4282.png,dd2a534b2c2d3d26
Lung_Opacity-4492.png,d034ed43d30baa4f
Lung_Opacity-4698.png,ed2d1703491d3c4f
Lung_Opacity-4792.png,dc5a430e0e2dbde4
Lung_Opacity-5412.png,d42a530b0e6e3f36
Lung_Opacity-5929.png,817bd61e5d09251f
Lung_Opacity-699.png,9579461a09795d5d
Lung_Opacity-728.png,ff5a1e1a1a1bd850
Normal-10064.png,c93ac65f14491b5d
Normal-117.png,902dc31bd9693dd1
Normal-1457.png,816b06161fde3a97
Normal-1896.png,9979c61a19cb4cba
Normal-3312.png,d03d42433d0fce1f
Normal-3665.png,9179861e19b96a3b
Normal-3969.png,987f061e1a5f5958
Normal-4114.png,dd78c6431e4e5b18
Normal-4449.png,d47c43530f4e0f4e
Normal-527.png,d434d23dfc2c3c4c
Normal-6100.png,8178161a7bfd6989
Normal-6190.png,dc2cd24b52431f5e
Normal-6382.png,dd7d52531f444a1c
Normal-6696.png,cc3c434b0a8baf3d
Normal-6775.png,9178865e18de5a79
Normal-7313.png,dc2ec34f4d460f1c
Normal-8605.png,897906531f5d6959
Normal-8821.png,d92c461f1a6de839
Normal-9112.png,dd3cc24b434a2b2f
Normal-9163.png,d13c06ce1b4aec79
Normal-970.png,947c831bc93d789c
Normal-9710.png,91694e165a1ecf3a
Normal-9727.png,dd2fc64b0d4c4a69
Viral Pneumonia-410.png,d074c61ac56db46e
Viral Pneumonia-626.png,9039e5c76e39e542
Viral Pneumonia-670.png,d46fa70f8d2e4446
Viral Pneumonia-893.png,9565e77a924a30c7
COVID-19 (389).jpg,cd3f20e03b4b49b9
COVID-19 (841).jpg,e5b315ec967c0b90
IM-0061-0001.jpeg,d135c61bcccd39d0
IM-0502-0001.jpeg,917fce1a194d1c5c
NORMAL2-IM-0368-0001.jpeg,d474971b8339963a
NORMAL2-IM-0533-0001.jpeg,913dc71ad8693d49
person1019_bacteria_2950.jpeg,d12be64a74426f36
person1288_virus_2211.jpeg,d07ec61b9dcd2d80
person1493_bacteria_3897.jpeg,912b66425e58797b
person1517_bacteria_3968.jpeg,d4aeab2bc14c544f
person257_virus_538.jpeg,902ad25ade595b5a
person326_virus_677.jpeg,d4eae75a514b7842
person485_virus_988.jpeg,8135c21ade4b3cd7
person543_virus_1073.jpeg,d47ea71f8d1d2884
person545_bacteria_2289.jpeg,94aae31fc35b5243
person591_bacteria_2429.jpeg,906dc73ecb3f080d
person826_bacteria_2737.jpeg,957ac21a5b1e3917
person976_bacteria_2901.jpeg,c02f273f051d5c57
person997_bacteria_2926.jpeg,953fe236d6521c52
00000769_000.png,896dc61b451ebaa5
00000834_000.png,dc2fc21b054a3b3d
COVID-1217.png,d929c417c51c5f5a
COVID-2186.png,887f431a4f285f4d
COVID-2226.png,d52bc25b1fc2681d
COVID-306.png,c92df4920fe55c1a
COVID-307.png,986b87169e193e5a
COVID-3526.png,813d07471e1e9e5e
COVID-933.png,c43c138b1ad37be8
Lung_Opacity-1260.png,803bc79e1e571e1a
Lung_Opacity-1623.png,d02a171a7965aee6
Lung_Opacity-1976.png,c13d1a3f786c694a
Lung_Opacity-2089.png,8178c7161e4f5b59
Lung_Opacity-2831.png,c56f05080e2f2fed
Lung_Opacity-3384.png,d83f161c501f5d96
Lung_Opacity-3554.png,d03d6fc30f0e2e0d
Lung_Opacity-3956.png,996886175a4e5b79
Lung_Opacity-4525.png,987f00171e5a5b5b
Lung_Opacity-4583.png,c83d4a0b1d3d3d1d
Lung_Opacity-4658.png,dc4d431b0b4f0e3e
Lung_Opacity-5692.png,812b5487961e5f1f
Lung_Opacity-633.png,d52f024b1d6c6abc
Lung_Opacity-973.png,cc2ed25d0c2b3d96
Normal-1000.png,d05c871bcd8d4ac7
Normal-1417.png,993f861a974e18b5
Normal-153.png,d46fef1f0d0c0cc4
Normal-1556.png,99f9c61a15c71e15
Normal-2730.png,8179c646da15fe46
Normal-2740.png,9978065a5be9e8a5
Normal-305.png,813bc63a9c623f96
Normal-4025.png,996d46c21b1b4f3c
Normal-4382.png,d42fc35313431f1e
Normal-5503.png,d029d35f5c40791f
Normal-5579.png,816807165a5f7a7b
Normal-5824.png,d4af434d4e0f0e4b
Normal-6473.png,d82d465928ed69f1
Normal-657.png,847ce31b8bcb4ccc
Normal-7263.png,9969871a475e18eb
Normal-7880.png,81795e873a956d91
Normal-7994.png,9978c6171f561e1a
Normal-8447.png,996ec6191d2eb8ac
Normal-8774.png,997d8616184f5f1a
Normal-8858.png,993e461a1c4df9b1
Normal-9272.png,997f061849e1bae6
Normal-9729.png,993d871b151f3945
Normal-9845.png,d42ad34f4e486d3a
Viral Pneumonia-1104.png,9474875bc51be13c
Viral Pneumonia-149.png,812bd65ed6681d69
