file,hash
NORMAL2-IM-0195-0001.jpeg,8157e880c6821a5fc6655e66a0ee473528ff87c7283e41b7cf0b78fc838f6968
NORMAL2-IM-0727-0001.jpeg,91557faaaebf3a15297c0da11c964c3b0c2f192e4f204b4b4be94bc1796f43c3
NORMAL2-IM-0793-0001.jpeg,c1e43d066f52196d38e4c3d03ecb92e96649963d3659c699369bc698279d669c
person1010_virus_1695.jpeg,db546908a92de1f7ac3e3c28e01fb478950a3c1fea52b07ac3c03e0fb03f92bd
person118_bacteria_560.jpeg,c8ef3feb8b0808348a30cd259a558b550f4593468b6ca747934db54dd74bd5e9
person1323_bacteria_3363.jpeg,c4557faa03ff5b004f3c4fa74f3f4d2c4f144d324fb44b0a0d4a0fc31f430af8
person1342_bacteria_3407.jpeg,d00a7eb5e7501e4aed2d3cb46c343ef07c66c6c34c5b94694f0c91ec1e1c3c79
person292_virus_598.jpeg,90542bbff6a85e15401a4868182051c759c730a552be3d0ef1f63bff3e3e63dc
person457_bacteria_1949.jpeg,902a6950e7013e17d87a59691de54db20da348ef4ff6182e4b6c4b2f1b2dc3c7
person468_bacteria_1991.jpeg,c002afade7967e5bd6784a3d1affc2bd196310f445e0156854501d253cf46df4
person69_virus_129.jpeg,c1fa16e0e7959e966c5ac7e87e12b5a5e7c84b1e3e49c2966bc0b42fc29461c8
person80_bacteria_393.jpeg,d00b6fb4afd01a4b8f2d0b24092c07b4697f94f2284bb4b76f4bbed32c143cbc
person925_bacteria_2850.jpeg,c0a537ded30a1e23927d21f43cd2b9d9b5d1b94bb59e1b603884c34a0d2564ff
00000007_000.png,981479ba07010e4d1c7f1af012d2186f4965492d7b8f34bff7924b8abfac4b3c
00000118_014.png,89fe7817c6a712551a540d7e38a13a714a6319e939cd6b597ca92c8f8b1e1b39
00000408_000.png,dd550aab43351b760a2a5d8fbf7df12af7d5ba41a02b071d9e2c41e44892d0cb
COVID-1213.png,c8c4685435df12f95b2869050dd61e42184b83a7c3b612cb96eb97f6caf05f5b
COVID-1482.png,8ce92cc5f2b41fd09f524fa80d55312f98754b7ee0bf3c3421ae6c817659c1c3
COVID-1963.png,c2b06abdc3556dd6e8574d7aac2a9505fcaaf895f00290131154137a93fb9b79
COVID-2110.png,dd730eabc29e4b7e5d204da80aef4d2a4b9e4fbe1a6e42ea4bc108e9cad10aa3
COVID-2184.png,d4103d6bd34a8aa0d5a98b50e6ad49258bb342b57f1f4aa9e755082bdfdb0355
COVID-2339.png,cc450cab47b00b404d374d9e5c6c4c3c4db45ac346cb5e435e5b5f3c5b0e7d3c
COVID-2372.png,9c157cab46571a6a197d4dba08dd4ce04ea76c9646cf4a0d4d9d96c99b791b60
COVID-2979.png,d4a5266a237ac9942d5ad0db2b52dd8c2b5ef0092c5b7c193b643f6733273323
COVID-3133.png,807f790357bc5af85b411f8a3bd03f031faeae709e2bb8e087938e2aa8c3ab0c
COVID-3330.png,817779a35788081d1249056759b279cb5fcb5a6d390a0735feb07533a7844ef9
COVID-3470.png,d4402cbfc2ba0f504c2944bf0fd41c2042fe0ff8122f43ff4f0b126f4b6e4faf
Lung_Opacity-102.png,940a2fd54612de7018ff7c604dbfec0049f2f102e35e500a24da96ba8f7a977f
Lung_Opacity-1117.png,d0003fd51200105f1fff3ff712923ad6b6dcb6a0f494b4a0b4b5b4a6f4a5d42b
Lung_Opacity-1430.png,d9003bff56ab42401e651aaa085a11fd79ec0860b9fd61eef5daa313e3cfa10d
Lung_Opacity-1464.png,dd402a9553fa0d208eaf685e3df4b696f55e34f8f0c345af9f364922173e0a10
Lung_Opacity-1771.png,91577baac6000655075e0f520a181a551f7a1e581a681e7f15ff97fd05e9a9eb
Lung_Opacity-2941.png,91fb78154e85c6fe1a6e38e0e97e3f97e1e1e017e5053598699e869045b81cb4
Lung_Opacity-3235.png,8151782a0fff567f1a20597849bf5c9548d54e555e944f104ed21ed04af907fb
Lung_Opacity-3637.png,887a6aaa07575b3a78bd7d5575d770553554371135013301330573c177c277da
Lung_Opacity-3681.png,dd0429bd42f097471a2fc93cadf1d809e36da3e2b483c77ec32d9f25823cc328
Lung_Opacity-3929.png,c8853d454b6a1eb72d7fbdf0bcc4b4debe48ba0ca3b8be28a868ae40ba01a7c2
Lung_Opacity-4223.png,d0853d55431042021e2a1a0f593e08ff0aeb2aeb5cdf0eba5fcb0b8f1abf3abc
Lung_Opacity-4282.png,dd552aaa53444b3428ba2c7524ea20f5355db68b76cb76c672aa639a721a7257
Lung_Opacity-4492.png,d0de34aced09434993330b27aab74fb5af055d362db6d4b4279894326cf88cb1
Lung_Opacity-4698.png,ed442cff1291031c491a0d2b0cec09e485f687928b4b934bb3ebd349bb7f93b6
Lung_Opacity-4792.png,dc005bfd43680f2d0e7d3d78bdb0f49d748b78e3d86c9a24f6f0a4100417a9d7
Lung_Opacity-5412.png,d4452ade432a0b230eb56afc3ee4329f23cc32a572dd67d9363323353722361e
Lung_Opacity-5929.png,815e7ba1d6971e0e5d6809e1248519de2a948618be1883f8e25a96fdeb6de7a6
Lung_Opacity-699.png,957f791546a0126a086a69a41caa19e938e5bc17f782f78ee395f788d7a8e5a0
Lung_Opacity-728.png,ffc07e1c1fe05fc01edc5bc0d81fd8c2f086e007e042e01ee0ea63ae472b2feb
Normal-10064.png,c9023abfc6e61a46143a49b119c94da54be51587cfb497da9c5bc67c876096b5
Normal-117.png,90ef2dd4c3161b4bd92469a438c3c1ef09e7186fdb6c1a69987dde431a729271
Normal-1457.png,81576ba206af161d1ff8de653a9097fb7fa095407a8b9f5d78c88145784a914d
Normal-1896.png,995879ffc6051a56196acba10c15baf8ca61a615b21ea2dfc613b4f790e78d26
Normal-3312.png,d0ac3d5542f2432b190e0ff5cc280a483aad06f0e7d93eddb1cc87d6f5171cf4
Normal-3665.png,917e798186a01e4d197cb9706a83394bb1efe795ab95b19ca3b4af16b0789ac0
Normal-3969.png,98167dff06a91e5f187e4d2a189a185a4fa95aa5fe82428ef816feb0ee0aba60
Normal-4114.png,dd5579bdc68043441e2e4e945acb186f4b7d5b691c6d4a7c467b1c33587a42a6
Normal-4449.png,d40a7c5503f553120f2b0aaf0f14483f0d384abc2d704bb1b54a7aeaa5d77ed7
Normal-527.png,d42b34d0c2103d23fcbf2cfc1cb548d21d33d3b50e30783cc7f46c1f92c3278f
Normal-6100.png,817278ab168c1a7d7beafda2e9148141846c867c97d296c3ea6f3749b4ae4e34
Normal-6190.png,dc0a2cd5d2ba4b72522043df1bed5c25489f1d691e254bbe3da10a974bfc18b5
Normal-6382.png,dd5539dd52aa52f41f6204264add184b5da40bff3c6908754f711c0b2f960bdb
Normal-6696.png,ccbc3c4943504b230a2b8876ad743d4dbcb4bcf2ac4bb8b790cf838f863fb0d4
Normal-6775.png,9150688a86a55e7d187cd4e25ada7969ed256a8db3d8c697ca14b1d8c7a2ce66
Normal-7313.png,dc622ef7c3580f784da5069e0f7a0cb706da0a68b82543cd5f4cd0adcb874f2b
Normal-8605.png,891178aa067542441b5f1d7a48b959ed3d6364b4e395bb4fb48ee398b2c29e2b
Normal-8821.png,d95f2c9546211fe61a0a6d3fe8b13941fd3da5b430d210cbd4be42925a6b9e2d
Normal-9112.png,dd0c3c55c2f54b0243b24abb2b6d2f044e183c3dbd54ed5075d0d4dbe4efb0c2
Normal-9163.png,d1ac3c5506c2ce2b1b644ab5ec1b79c4e4f5e582915481ef87921e6b3eeece30
Normal-970.png,94407cbf87b51b50c9223dac785ebcac3cb49c261cb3497f97ad5a46c1e4ce24
Normal-9710.png,91f269720e0716be1afc1e29cfa318fc99cbca27e828b9eae29ba219a1788795
Normal-9727.png,dd152cbf86704b54082a4cbb4aa52802e2bae3e19b03c7bbdbd99f79963cad90
Viral Pneumonia-410.png,d0eb7485c6921a4ad5246d08b5e96ec53ce6f1e46d1bb4f16dd03c38d3858e4b
Viral Pneumonia-626.png,905539eae5eac7a56fa53da5e5adca942700b49a90daca5787c1dea968e8486a
Viral Pneumonia-670.png,d4086ff5a7de0f0a8d2f2e944648c6c94e4fc78f0e034d06cff669d2c1d269f0
Viral Pneumonia-893.png,947b65f1e7957a4b9210080d3060c60468781691ce7dffecfb3e6f6e121e6ce2
COVID-19 (389).jpg,cd383fa020aff0873bf44bfefb50bdf81da85ac1f1c51f043d24512ea2941f12
COVID-19 (841).jpg,f555b3541555ecf396aa7c790b0ef9cc0754cc360d4ae63335aaf28c14c669a4
IM-0061-0001.jpeg,914f35b5c6901b47cc6ecd3c393c90f16d30309763926d8fb3966d8fb12d69c0
IM-0502-0001.jpeg,91577fa88eb51a5b196a4db01cd21ceb4ffd1c6ad23c4f09142d43c5470f169e
NORMAL2-IM-0368-0001.jpeg,d44b74a097d51b4a872c393696383a55b0661e86387a9ebd39df97e1385cb069
NORMAL2-IM-0533-0001.jpeg,91563dadc7a01a45d86d69393dba49ad19e59826cb689e1a926dcf489e2dc6c3
person1019_bacteria_2950.jpeg,d1aa2bb5e6004a1a747b42504f41367fcaff2fea3af54b421e6912704f75252d
person1288_virus_2211.jpeg,d0ad6e90c6921b4b892e8932283f80bd4c1f38bec3c24d1bf2c4d7c9fd2cf3d2
person1493_bacteria_3897.jpeg,914a2bfd66a142165e3e58fa69e97b857b062c0e82312e733e35387c31de35e4
person1517_bacteria_3968.jpeg,d42baef4abd62b2bc1b55c0a546d6f542cf42ad22c194ad04d2f5cb4596b45bc
person257_virus_538.jpeg,90022abfd2825a4bde6f59d05b875ac718c7d2c6b4f0bc45e84334f06c737e71
person326_virus_677.jpeg,d442effde7d55a4bd3354b347a3442905a4b70fd4e834adac2a1690b5b88c30f
person485_virus_988.jpeg,815735a2c2851a5bde3c4b213cb7c3b14f07b4b74bd2b50f3b5ec709947c5609
person543_virus_1073.jpeg,d4037eaca7d51f4a8d2f3da5381f841c3c3c0552868b50e1a3691e0fe3e0e7df
person545_bacteria_2289.jpeg,9402aabfe3f21f40c32f5f6b563f434c1d0d50fc1c0a12df4f091a5fc2fc0d35
person591_bacteria_2429.jpeg,90576dbae7ba3e05cb583f48087f0dac38b46c343c354d3d0f0b38f30e96392d
person826_bacteria_2737.jpeg,957e7a81c2821a5e5b7c1eb8397a57c01c061864928fba5ed97d574f5352432f
person976_bacteria_2901.jpeg,c0bf2f4a27e93f0905b60d061cf254d25c49547d074d746d57c55f4f1e6d02c7
person997_bacteria_2926.jpeg,95573ff8e2a036815607525d1c78529561ee1af57c7886b53d253d2929f01ea7
00000769_000.png,88006dffc6e01b44c53e1ef9ba41a7b5bed3a38f8fb5b242c365be50a06b8740
00000834_000.png,dc0a2afdc2b41b40042b02bf3bc5952c0afe9f69a69c83d2b62ba29eab6fb615
COVID-1217.png,d9962936c4ee17ccc58114f71f0d5a651e564a5f1e365ad25a4e1e3d52d21e1a
COVID-2186.png,88df7fe043f31a644f32289a4f6d4d261ce04d3a0da40f9a83ce2f1aa7de2f0e
COVID-2226.png,d5552bd5c2ae5b6a1f25c20c68eb1da16b84cd2a1f71dd289879de586f0ed007
COVID-306.png,c9512dabb48e92fd0f70e51a543a1a7eb52fe1e1a7c1cf80ba879fc283c1c3c0
COVID-307.png,9860697d87aa16a39e5509bc38f5185238f30d6b435a1d785f3e552e1d6a4d2f
COVID-3526.png,81553da007bf47091e5c1eea9ea05e281e6b5eea3ca31c2378213b694b2d7fae
COVID-933.png,c4543cc813ef8b363afbd36d7faae8117eaaf0207aaaf00478acf04b788af02c
Lung_Opacity-1260.png,801f3bb0c7c09e8e1ed857711eb51af45a501cc21cd65ed21c4e5c6f77073f0e
Lung_Opacity-1623.png,d0002aff177f1a7f79e86585aa82a602a601658565a161b764fc67bc679e679a
Lung_Opacity-1976.png,c1fc3d001aff3fea78a468ab69944a856902e215e219e01de01da5deb1deb7da
Lung_Opacity-2089.png,81157a82c7e416bf1efd4f605b8059db4f431baf5acc4e4057991df507d20792
Lung_Opacity-2831.png,c5bb6f05056808ab0eab2fdd2d1fedbfed47e500e583e5a3e482c0826087c2f7
Lung_Opacity-3384.png,d8073efe12c01c1750001ca51c96929ab68fb13db5bdb5bfa5a7b969a92fa903
Lung_Opacity-3554.png,c0003dff6ffe43800f280e9b0cbf0c740f790e850c7da97e19471e8717c7b7c3
Lung_Opacity-3956.png,99fb6811868f177c5aa646f6592a59f87ca378637a4de71de1956195a68120b4
Lung_Opacity-4525.png,98007bff004116ea1e1b587b58775a507879785079c7f1c7e96ced69a16fad40
Lung_Opacity-4583.png,c8b53d624a820b350d7f3df63dc01dd685e297e3ce37c391ca51cb3dc320d423
Lung_Opacity-4658.png,dc904dd043081b2f093649b20ad53e782fd53fcfba4de5cd3dc53c41cf2c1b26
Lung_Opacity-5692.png,812b2b55442084579695165b16e115571fb500af15dd11ef1aff10be1eff1abe
Lung_Opacity-633.png,d50a2ff502a20b461d3f68b868abb8a6e2f7f3cbb68aa7d0a555b4758434a507
Lung_Opacity-973.png,cc022efdd2a41d520c3b0afc29e4841a87f09e73a59e87cd8e24c9b69af1b97b
Normal-1000.png,d0115ca886151b0ecd7e8da10893c71e7f3c9f2dc3241f87fbc7d6c50a0fc3c9
Normal-1417.png,991f3faa86e01a05977e4e531808b1f8eff1b809b1e5ef17b491a682a61eb2b4
Normal-153.png,d4436fb5ef101f0a0d3c0cb44cd7c59d0b6f8735cb418b23c3c31bd0873f0f4b
Normal-1556.png,99ff6985c6a01257157ec7601a93116d4f7d1e7318694e331a1852f9469f599d
Normal-2730.png,811779a0c610465bdae8107ffea0465ffa6b0068ce574a2b5aef1a454f7aee13
Normal-2740.png,997e78a006f75a5459eae965e80aa5f2a41797fab4551fa2985552a9e21d50ab
Normal-305.png,817f3bd4c6441a5a9c7c62b4348796b5c70d362dc6f56f013ca5f6c1670a361e
Normal-4025.png,98ca6c5546b1c2731b451bb64fbb38413c6dceacef2c3ac0e0ace58bb08af4ab
Normal-4382.png,d40a2dd5c28253421327431f1b6b162d42be1eea1afb4bfb0ca20ebf4af90ef3
Normal-5503.png,d0002957d3d55f6a1c24409459e91deb59560bf11adb460a17fe1af4083fdaff
Normal-5579.png,817a680107ef165d5aa85fe0783f7a82e969682578caa94ee83da196e65fe519
Normal-5824.png,d4abaf5443554c2a0abd0b520aba4aad2a282bfd2bc56c2dff553c41fd3e7502
Normal-6473.png,d80b2dd54683482a28ffec80690ff0bfe7d2b04e92facfb10e319a664fa4788b
Normal-657.png,84117cbae3b81fc58b0ecf2e4cadccb546d24c83ccd78786478bcb5a858f49a5
Normal-7263.png,991f699087e81a4747a45e97185b6ba4783af4a9f9c9f1acf1972912ada60a4e
Normal-7880.png,815f79805ea086573ae895fd6c1591d73057c786679e324c96686f70966b2e71
Normal-7994.png,991f7811c6a017471f6756b61e1b1a5c4e241e7a9a654a41b8695a75e77b3879
Normal-8447.png,998e6ea2c61319271db06efab865acb2a09bb4c1e59804139077c735df365773
Normal-8774.png,91107dff86811647186c47fd5f911a5b5f695fe578665b695b00591a4790538e
Normal-8858.png,99023fbf46e51a441c7f6dbefbc0b123e59526c3b44ec3b45f321871cb381145
Normal-9272.png,995f7fa106601846492ee191ba57e63d86569a7ec5310c659e49c7899cded27a
Normal-9729.png,99032db987e11a45157a1ea9396c05b15c6f72ec4296785bd3cfcb1ef8e0ca86
