file,hash
NORMAL2-IM-0195-0001.jpeg,83ac46c5f
NORMAL2-IM-0727-0001.jpeg,91face283
NORMAL2-IM-0793-0001.jpeg,c0f6c67b0
person1010_virus_1695.jpeg,d9aaa8a0f
person118_bacteria_560.jpeg,c8fc838b3
person1323_bacteria_3363.jpeg,c5f8164d3
person1342_bacteria_3407.jpeg,d1ee07c43
person292_virus_598.jpeg,90af57e12
person457_bacteria_1949.jpeg,91ae4f986
person468_bacteria_1991.jpeg,c2ba56d52
person69_virus_129.jpeg,c05e676f0
person80_bacteria_393.jpeg,d1bace8c2
person925_bacteria_2850.jpeg,c4dd07939
00000007_000.png,99e4531c7
00000118_014.png,99ec451b3
00000408_000.png,dc34160df
COVID-1213.png,c9a34579a
COVID-1482.png,8cbe079d2
COVID-1963.png,c1ac1be93
COVID-2110.png,dc3c125d3
COVID-2184.png,d4f522d62
COVID-2339.png,cc34565d3
COVID-2372.png,9df446193
COVID-2979.png,d4d2322f6
COVID-3133.png,81e556597
COVID-3330.png,81ed46597
COVID-3470.png,d4bc035d3
Lung_Opacity-102.png,94b46719e
Lung_Opacity-1117.png,d0f1461cf
Lung_Opacity-1430.png,d8e5505c7
Lung_Opacity-1464.png,dca5038fa
Lung_Opacity-1771.png,91ec454d7
Lung_Opacity-2941.png,95e4f118e
Lung_Opacity-3235.png,81e0d75d6
Lung_Opacity-3637.png,89a05679f
Lung_Opacity-3681.png,dca4271ba
Lung_Opacity-3929.png,c8f4862ee
Lung_Opacity-4223.png,d0f5155c6
Lung_Opacity-4282.png,dca5122cf
Lung_Opacity-4492.png,d0ded2d06
Lung_Opacity-4698.png,ecb1544c7
Lung_Opacity-4792.png,dd64031cf
Lung_Opacity-5412.png,d4a5132db
Lung_Opacity-5929.png,81ed575c2
Lung_Opacity-699.png,95e44619f
Lung_Opacity-728.png,fd61c6186
Normal-10064.png,c8ed57152
Normal-117.png,90bc0ed9b
Normal-1457.png,81e0475f7
Normal-1896.png,99ec461ba
Normal-3312.png,d1f4107c7
Normal-3665.png,91e8471af
Normal-3969.png,99f047197
Normal-4114.png,dcec501d3
Normal-4449.png,d5f4540d3
Normal-527.png,d4dc0ba4b
Normal-6100.png,81e1467bb
Normal-6190.png,dcfd12d10
Normal-6382.png,dde5141d1
Normal-6696.png,ccf5121ea
Normal-6775.png,91e8571b5
Normal-7313.png,dcbc134d1
Normal-8605.png,99e0551d7
Normal-8821.png,d8b44719b
Normal-9112.png,dcfc52413
Normal-9163.png,d4f073193
Normal-970.png,95f806c8f
Normal-9710.png,91a4c559f
Normal-9727.png,dcbc520d3
Viral Pneumonia-410.png,d1dc4685b
Viral Pneumonia-626.png,90ee7168e
Viral Pneumonia-670.png,d5ba4384b
Viral Pneumonia-893.png,959e5e912
COVID-19 (389).jpg,ccf23c392
COVID-19 (841).jpg,e6c16b958
IM-0061-0001.jpeg,90dc46cf3
IM-0502-0001.jpeg,91fac6193
NORMAL2-IM-0368-0001.jpeg,d5d94684e
NORMAL2-IM-0533-0001.jpeg,90fc46d9a
person1019_bacteria_2950.jpeg,d0af527d0
person1288_virus_2211.jpeg,d1bc468b3
person1493_bacteria_3897.jpeg,90e6555d6
person1517_bacteria_3968.jpeg,d6ba8ac13
person257_virus_538.jpeg,90ad16dd6
person326_virus_677.jpeg,d7ae56412
person485_virus_988.jpeg,82dc07dd3
person543_virus_1073.jpeg,d5fa47841
person545_bacteria_2289.jpeg,96ae07c17
person591_bacteria_2429.jpeg,91ac4fc87
person826_bacteria_2737.jpeg,95ec065c7
person976_bacteria_2901.jpeg,c1b2cf247
person997_bacteria_2926.jpeg,94fe0d554
00000769_000.png,99fc46447
00000834_000.png,dcbc161d2
COVID-1217.png,d8ac47c47
COVID-2186.png,89f4465da
COVID-2226.png,d4ad161f2
COVID-306.png,c8bb640f9
COVID-307.png,99e8659c6
COVID-3526.png,81f0555d7
COVID-933.png,c4f1323f4
Lung_Opacity-1260.png,80ec671d7
Lung_Opacity-1623.png,d0a14679f
Lung_Opacity-1976.png,c0f18f792
Lung_Opacity-2089.png,81ec475d3
Lung_Opacity-2831.png,c5b4522db
Lung_Opacity-3384.png,d8f147507
Lung_Opacity-3554.png,d0f6f40c3
Lung_Opacity-3956.png,99a8455d7
Lung_Opacity-4525.png,99f0451d7
Lung_Opacity-4583.png,c8f4821ef
Lung_Opacity-4658.png,dd34164d3
Lung_Opacity-5692.png,90a565dc7
Lung_Opacity-633.png,d4f0125db
Lung_Opacity-973.png,ccbd170ca
Normal-1000.png,d17846ce3
Normal-1417.png,99f846953
Normal-153.png,d5bac30c3
Normal-1556.png,9bec46171
Normal-2730.png,81ed51dc5
Normal-2740.png,99e0565ba
Normal-305.png,90fc4e9d8
Normal-4025.png,d9f471186
Normal-4382.png,d4bc165d4
Normal-5503.png,d0ad175d8
Normal-5579.png,81e4475d7
Normal-5824.png,d6b4134cb
Normal-6473.png,d8b4522bb
Normal-657.png,85fe078b2
Normal-7263.png,99e846557
Normal-7880.png,81e5e17a5
Normal-7994.png,99ec451d5
Normal-8447.png,99bc461cb
Normal-8774.png,99f847193
Normal-8858.png,98f4461db
Normal-9272.png,99f0464f9
Normal-9729.png,98f846557
Normal-9845.png,d4ad135d2
Viral Pneumonia-1104.png,d5d856c46
Viral Pneumonia-149.png,80ad57d5a
Viral Pneumonia-461.png,913c47cd6
Viral Pneumonia-478.png,d0ae9a696
Viral Pneumonia-495.png,95fc172a1
Viral Pneumonia-705.png,d0a7d4596
COVID19(280).jpg,9cbd45c1c
COVID-19 (382).jpg,c4f2a46b3
COVID-19 (4).jpeg,d868471eb
IM-0347-0001.jpeg,95f8d6845
IM-0511-0001-0002.jpeg,d0bc4ee8a
IM-0722-0001.jpeg,d4bc47893
IM-0735-0001.jpeg,91fc5ea28
NORMAL2-IM-0578-0001.jpeg,92ac56c9e
NORMAL2-IM-0880-0001.jpeg,913c56cd9
person1455_virus_2492.jpeg,95ee0eb0a
person1526_bacteria_3986.jpeg,80ac17f9e
person1596_bacteria_4184.jpeg,93b84ea8e
person276_bacteria_1299.jpeg,91de4f88a
person333_bacteria_1539.jpeg,c4fa121d7
person392_bacteria_1787.jpeg,c9b14e81f
person409_virus_816.jpeg,94ba8ed92
person437_virus_888.jpeg,d4a6f921a
person448_bacteria_1933.jpeg,d0f447c93
person516_bacteria_2192.jpeg,957e0ec43
person57_bacteria_271.jpeg,90be8f487
person653_virus_1235.jpeg,80ac47bf3
person796_bacteria_2702.jpeg,d0b747c07
person797_virus_1429.jpeg,91bdc609e
person801_virus_1434.jpeg,92ec07cd3
person81_bacteria_397.jpeg,94afc6c15
person829_bacteria_2740.jpeg,d4ee13c52
person89_virus_168.jpeg,d5f84e80e
person92_bacteria_450.jpeg,d0b4566cb
00000621_009.png,d8fc55152
00000650_000.png,99e0c5597
00000989_002.png,dcb8570d2
COVID-1081.png,c982d33ce
COVID-1228.png,d8b847157
COVID-1292.png,bd9d06c46
COVID-1410.png,9dbc024d7
COVID-1604.png,dbcc47843
COVID-1690.png,dcff30051
COVID-191.png,d4b5175c2
COVID-1977.png,cca923baa
COVID-209.png,90f4f119e
COVID-2258.png,d4ad134da
COVID-2724.png,d4bd151d1
COVID-2772.png,dcb4065d3
COVID-2909.png,9cb8470cf
COVID-2917.png,cdf0151d3
COVID-321.png,d434534db
COVID-3294.png,d772b12a4
COVID-3582.png,89f8468d7
Lung_Opacity-1133.png,90e555597
Lung_Opacity-1192.png,ccb146597
Lung_Opacity-1554.png,d6fc13413
